RPU Solicitante,Solicitud PA,Solicitud SIA,Solixtra SIA,ID Presup,Programa,Sufijo SICOM,Fecha Alta SICOM,Fecha Alta PA,Fecha Pago,Total Prestamo,Total Capital,Total Interes,Total IVA,Dif Total,Dif Capital,Dif Interes,Dif IVA,ID Promo
777131003069,495074,YU000374,1,RU120070,5,1,20190322,20190322,2019-03-29,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778020400618,495075,YU000400,1,RU120379,5,2,20190322,20190322,2019-03-26,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777070600786,495077,YU000383,1,RU120087,5,1,20190322,20190322,2019-03-26,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774131001377,495107,YU000302,1,RU119635,5,1,20190325,20190325,2019-03-29,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
771960900517,495108,YU000371,1,RU120058,5,2,20190325,20190325,2019-03-29,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
776130702463,495109,YU000412,2,RU120634,5,1,20190325,20190325,2019-03-29,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
776070703791,495110,YU000396,1,RU120226,5,2,20190325,20190325,2019-03-29,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777150801910,495138,YU000361,1,RU120064,5,1,20190325,20190325,2019-03-29,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778950500094,495152,YU000443,1,RU120558,5,1,20190326,20190326,2019-03-29,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778951000117,495157,YU000438,1,RU120605,5,2,20190326,20190326,2019-03-29,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
776080104365,495185,YU000426,1,RU120410,5,1,20190326,20190326,2019-03-29,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
771950401181,495215,YU000445,1,RU120564,5,2,20190327,20190327,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773100302585,495235,YU000419,1,RU120351,5,1,20190327,20190327,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773071005835,495242,YU000395,1,RU120212,5,1,20190327,20190327,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
770060100934,495243,YU000452,1,RU120625,5,2,20190327,20190327,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
772040100515,495244,YU000424,1,RU120400,5,1,20190327,20190327,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
771980203928,495262,YU000381,1,RU120073,5,1,20190327,20190327,2019-04-02,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
777051000671,495289,YU000478,2,RU121002,5,1,20190328,20190328,2019-04-02,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
774960101192,495294,YU000467,1,RU120733,5,2,20190328,20190328,2019-04-02,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
772061201362,495308,YU000421,1,RU120355,5,1,20190328,20190328,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778930500209,495310,YU000290,2,RU119650,5,2,20190328,20190328,2019-04-02,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
776070702809,495311,YU000432,2,SU107325,7,1,20190328,20190328,2019-04-02,18228.08,11050,6188,990.08,760,460.92,257.83,41.25,0
773070702419,495312,YU000446,2,RU120880,5,1,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773120705112,495313,YU000448,2,RU120667,5,1,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773080805046,495314,YU000453,1,RU120658,5,2,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777150502131,495315,YU000454,1,RU120669,5,1,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774920601206,495316,YU000455,1,RU120672,5,3,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773080509196,495317,YU000456,2,RU120871,5,1,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
770001255703,495318,YU000457,1,RU120677,5,2,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773090100482,495340,YU000430,1,RU120483,5,2,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778031100233,495342,YU000469,1,RU120886,5,1,20190328,20190328,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778140900088,495343,YU000250,4,RU121011,5,1,20190328,20190328,2019-04-02,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
772800204227,495354,YU000451,1,RU120619,5,1,20190328,20190328,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
772110702909,495423,YU000364,1,RU120051,5,1,20190329,20190329,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777110901423,495425,YU000487,1,RU120856,5,1,20190329,20190329,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778000156133,495426,YU000317,1,RU119769,5,1,20190329,20190329,2019-04-02,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
772151101171,495339,YU000415,1,RU120309,5,1,20190329,20190329,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772001257814,495427,YU000475,1,RU120755,5,2,20190329,20190329,2019-04-02,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
771110706720,495443,YU000492,1,RU120981,5,1,20190329,20190329,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772121002674,495476,YU000307,2,RU121099,5,1,20190329,20190329,2019-04-02,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
773991103863,495477,YU000482,1,RU120806,5,2,20190329,20190329,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772031200591,495478,YU000480,1,RU120804,5,2,20190329,20190329,2019-04-02,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777070500854,495559,YU000522,1,RU121144,5,1,20190402,20190402,2019-04-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774111001800,495560,YU000375,2,RU120347,5,1,20190402,20190402,2019-04-05,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
775920100092,495564,YU000447,1,RU120602,5,2,20190402,20190402,2019-04-05,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
778060500160,495593,YU000311,1,RU119719,5,2,20190403,20190403,2019-04-10,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
778941000305,495594,YU000259,2,RU121095,5,1,20190403,20190403,2019-04-10,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
778020400456,495595,YU000257,3,RU121241,5,1,20190403,20190403,2019-04-10,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
777000457196,495599,YU000422,1,RU120357,5,1,20190403,20190403,2019-04-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778810300231,495601,YU000275,3,RU121327,5,1,20190403,20190403,2019-04-10,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
773970601383,495604,YU000484,1,RU120812,5,2,20190403,20190403,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777950100162,495605,YU000506,1,RU121086,5,2,20190403,20190403,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778120600622,495609,YU000464,1,RU120942,5,1,20190403,20190403,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
770070301482,495616,YU000481,1,RU120805,5,2,20190403,20190403,2019-04-10,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
773090206388,495617,YU000512,1,RU121297,5,2,20190403,20190403,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778110600446,495644,YU000465,1,RU120938,5,1,20190404,20190404,2019-04-16,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777100902391,495669,YU000504,1,RU121048,5,1,20190405,20190405,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777120403685,495682,YU000524,1,RU121170,5,1,20190405,20190405,2019-04-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777770400028,495684,YU000507,1,RU121298,5,2,20190405,20190405,2019-04-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
770110200382,495689,YU000431,1,RU121085,5,1,20190405,20190405,2019-04-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777150501274,495698,YU000525,1,RU121190,5,1,20190405,20190405,2019-04-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777131103306,495728,YU000384,1,RU120088,5,1,20190409,20190409,2019-04-12,9964.24,6700,2814,450.24,554,372.66,156.33,25.01,0
777080201090,495729,YU000521,1,RU121141,5,1,20190409,20190409,2019-04-12,14574.56,9800,4116,658.56,810,544.74,228.67,36.59,0
774980704306,495741,YU000305,2,RU119951,5,2,20190409,20190409,2019-04-12,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
774130201216,495742,YU000308,1,RU119690,5,1,20190409,20190409,2019-04-12,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
772100103314,495743,YU000309,2,RU121329,5,1,20190409,20190409,2019-04-12,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
773041202075,495744,YU000488,1,RU120955,5,2,20190409,20190409,2019-04-12,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
777081200763,495745,YU000502,1,RU121017,5,1,20190409,20190409,2019-04-12,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777150900527,495746,YU000503,1,RU121018,5,1,20190409,20190409,2019-04-12,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773080602161,495748,YU000527,2,RU121288,5,2,20190409,20190409,2019-04-12,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
773780400390,495782,YU000345,1,RU119989,5,2,20190409,20190409,2019-04-12,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
774941202808,495795,YU000501,2,RU121096,5,2,20190409,20190409,2019-04-12,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
773061001947,495796,YU000479,1,RU120802,5,1,20190409,20190409,2019-04-12,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774110501078,495816,YU000542,2,RU121357,5,1,20190409,20190409,2019-04-12,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774110700534,495817,YU000528,1,RU121220,5,1,20190409,20190409,2019-04-12,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772030500272,495870,YU000392,2,RU120785,5,2,20190410,20190410,2019-04-16,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777940400699,495895,YU000526,1,RU121191,5,2,20190411,20190411,2019-04-16,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777140501331,495897,YU000390,2,RU121275,5,1,20190411,20190411,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778080300329,495904,YU000407,1,RU120433,5,1,20190411,20190411,2019-04-16,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772771000145,495896,YU000560,1,RU121365,5,1,20190411,20190411,2019-04-16,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
776080201565,495908,YU000352,2,RU121634,5,1,20190411,20190411,2019-04-16,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
773980602388,495925,YU000441,1,SU107273,7,2,20190411,20190411,2019-04-16,18228.08,11050,6188,990.08,760,460.92,257.83,41.25,0
777080801313,495926,YU000505,1,RU121047,5,1,20190411,20190411,2019-04-16,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774050202564,495939,YU000510,1,RU121100,5,2,20190412,20190412,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
771910900745,495940,YU000544,1,RU121257,5,1,20190412,20190412,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773961100355,495943,YU000334,2,RU120567,5,1,20190412,20190412,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
771000358840,495944,YU000476,1,RU120760,5,1,20190412,20190412,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
772950301816,495947,YU000385,2,RU121300,5,2,20190412,20190412,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777140900243,495948,YU000416,1,RU120321,5,1,20190412,20190412,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778120200403,495998,YU000346,1,RU119994,5,1,20190412,20190412,2019-04-23,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
777150702369,496001,YU000529,1,RU121221,5,1,20190412,20190412,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772050802194,496071,YU000571,1,RU121401,5,2,20190415,20190415,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
776080500732,496072,YU000572,1,RU121404,5,1,20190415,20190415,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
770001257757,496073,YU000577,1,RU121472,5,1,20190415,20190415,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
773051104292,496099,YU000511,1,RU121124,5,2,20190415,20190415,2019-04-23,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
778971200309,496104,YU000435,2,RU120632,5,1,20190415,20190415,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
771801000068,496164,YU000420,2,RU121052,5,2,20190417,20190417,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773930401306,496171,YU000378,2,RU121857,5,2,20190417,20190417,2019-04-23,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
778030300174,496172,YU000468,1,RU120882,5,1,20190417,20190417,2019-04-23,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772111102131,496173,YU000590,1,RU121518,5,1,20190417,20190417,2019-04-23,14574.56,9800,4116,658.56,810,544.74,228.67,36.59,0
774080101541,496191,YU000163,2,RU121517,5,1,20190417,20190417,2019-04-23,14574.56,9800,4116,658.56,810,544.74,228.67,36.59,0
776081006120,496196,YU000491,2,RU121509,5,2,20190417,20190417,,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774070600221,496200,YU000553,1,RU121334,5,2,20190417,20190417,2019-04-23,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774040401470,496201,YU000635,1,RU121852,5,2,20190417,20190417,2019-04-23,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
772950900116,496316,YU000576,1,RU121471,5,1,20190423,20190423,2019-04-26,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774040505216,496317,YU000490,2,RU121606,5,2,20190423,20190423,,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
776090304117,496318,YU000477,1,RU120801,5,1,20190423,20190423,2019-04-26,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
778151100091,496494,YU000472,1,RU120943,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778850400157,496527,YU000497,1,RU121616,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777091201041,496528,YU000518,1,RU121358,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778040700561,496529,YU000562,1,RU121373,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778960400209,496530,YU000568,1,RU121445,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778110600888,496531,YU000343,2,RU121888,5,1,20190426,20190426,2019-04-30,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
777090600499,496533,YU000574,1,RU121459,5,2,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773050600547,496534,YU000592,1,RU121543,5,1,20190426,20190426,2019-04-30,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
778141201167,496535,YU000605,1,RU121644,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773110500725,496536,YU000648,1,RU121946,5,1,20190426,20190426,2019-04-30,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
772791207552,496538,YU000331,2,RU121808,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777760900049,496539,YU000508,2,RU121324,5,2,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
776090300308,496540,YU000591,2,RU121814,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778101200621,496541,YU000598,1,RU121592,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777091200869,496545,YU000565,1,RU121382,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773060200920,496546,YU000608,1,RU121680,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778080900407,496547,YU000612,1,RU121686,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778000956334,496551,YU000500,1,RU121622,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778090802063,496552,YU000569,1,RU121407,5,1,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777001155762,496553,YU000573,1,RU121442,5,2,20190426,20190426,2019-04-30,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773820900684,496554,YU000653,1,RU121962,5,2,20190426,20190426,2019-04-30,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
776120102689,496630,YU000600,1,RU121605,5,1,20190429,20190429,,18145.54,11000,6159.98,985.597,757,459.26,256.67,41.07,0
772960101963,496631,YU000670,1,RU122046,5,1,20190429,20190429,,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773070502428,496633,YU000550,1,RU121286,5,1,20190429,20190429,2019-05-03,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
773070900334,496634,YU000558,1,RU121354,5,1,20190429,20190429,2019-05-03,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774880301191,496636,YU000599,1,RU121594,5,1,20190429,20190429,2019-05-03,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777150400192,496638,YU000495,1,RU121452,5,1,20190429,20190429,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777000457137,496639,YU000579,1,RU121502,5,1,20190429,20190429,2019-05-03,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777120202761,496710,YU000660,1,RU121988,5,1,20190430,20190430,2019-05-03,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
773821000245,496711,YU000697,1,RU122136,5,2,20190430,20190430,2019-05-03,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
778940600317,496714,YU000260,3,RU121114,5,2,20190430,20190430,2019-05-08,13920.2,9360.01,3931.2,628.992,774,520.66,218.4,34.94,0
778101200974,496716,YU000564,1,RU121381,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774750701022,496717,YU000594,1,RU121584,5,2,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773940801574,496718,YU000607,1,RU121672,5,1,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
776101201668,496720,YU000575,1,RU121462,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772100801640,496721,YU000578,1,RU121500,5,1,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
771901000219,496722,YU000585,1,RU121506,5,1,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
778130400087,496723,YU000613,1,RU121692,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777020900916,496724,YU000659,1,RU121969,5,1,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
778090900677,496725,YU000552,1,RU121316,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777870800520,496726,YU000643,2,RU121986,5,2,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
776090304214,496728,YU000559,1,RU121363,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774001159874,496729,YU000563,1,RU121380,5,1,20190430,20190430,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
772900701571,496730,YU000652,1,RU121959,5,1,20190430,20190430,2019-05-03,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
773000155925,496731,YU000499,1,RU121455,5,1,20190430,20190430,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
771750605369,496824,YU000620,1,RU121757,5,1,20190502,20190502,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777990400622,496831,YU000523,1,RU121150,5,2,20190502,20190502,2019-05-08,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777040301741,496832,YU000570,1,RU121398,5,1,20190502,20190502,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
777140500920,496833,YU000561,1,RU121366,5,1,20190502,20190502,2019-05-08,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
772090700998,496847,YU000206,4,RU121242,5,1,20190503,20190503,2019-05-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777020201350,496848,YU000554,1,RU121335,5,2,20190503,20190503,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
774941000849,496849,YU000646,1,RU121977,5,1,20190503,20190503,2019-05-08,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
777910400511,496851,YU000227,3,RU121171,5,1,20190503,20190503,2019-05-10,17155.84,10400,5824,931.84,715,433.5,242.67,38.83,0
778980100708,496853,YU000498,2,RU122510,5,1,20190503,20190503,2019-05-08,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777140903633,496942,YU000640,1,RU121909,5,1,20190506,20190506,2019-05-10,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
777110202061,496943,YU000602,1,RU121614,5,1,20190506,20190506,2019-05-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
778990800317,496944,YU000399,2,RU121862,5,2,20190506,20190506,2019-05-10,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772850500862,496997,YU000211,4,RU121205,5,2,20190507,20190507,2019-05-14,16952.94,10277,5755.12,920.819,707,428.83,239.8,38.37,0
776080104471,496998,YU000651,1,RU121958,5,1,20190507,20190507,2019-05-10,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
776120801382,497002,YU000597,1,RU121589,5,1,20190507,20190507,2019-05-14,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
776090604081,497030,YU000593,1,RU121580,5,1,20190508,20190508,2019-05-14,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777070900666,497032,YU000671,1,RU122047,5,1,20190508,20190508,2019-05-14,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
774961201298,497033,YU000044,2,RU121934,5,2,20190508,20190508,2019-05-14,17155.85,10400,5824,931.84,715,433.5,242.67,38.83,0
772050501062,497034,YU000624,1,RU121815,5,2,20190508,20190508,2019-05-14,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772890200730,497046,YU000175,3,RU121206,5,1,20190508,20190508,2019-05-14,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
773101202100,497047,YU000639,1,RU121898,5,1,20190508,20190508,,18145.54,11000,6159.98,985.597,757,459.26,256.67,41.07,0
774941000733,497050,YU000647,1,RU121987,5,2,20190508,20190508,2019-05-14,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
779000855992,497103,YU000674,1,RU122053,5,2,20190509,20190509,,9964.24,6700,2814,450.24,554,372.66,156.33,25.01,0
774020203183,497206,YU000003,4,RU121172,5,2,20190510,20190510,,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
777130401079,497207,YU000685,1,RU122207,5,1,20190510,20190510,2019-05-14,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777150303227,497292,YU000609,1,RU121960,5,1,20190514,20190514,,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
771071103800,497329,YU000606,1,RU121667,5,1,20190514,20190514,,12046.32,8100,3402,544.32,670,450.76,189,30.24,0
777140102916,497332,YU000136,5,RU122747,5,1,20190514,20190514,,14128.4,9500,3990,638.4,785,527.86,221.67,35.47,0
772980805398,497343,YU000700,1,RU122146,5,1,20190514,20190514,,15466.88,10400,4368,698.88,860,578.5,242.67,38.83,0
